# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "4" "-p" "-a" "annotations/Homo_sapiens.GRCh38.chrX.gtf" "-o" "alignments/counts.txt" "alignments/SRR5223500Aligned.sortedByCoord.out.bam" "alignments/SRR5223505Aligned.sortedByCoord.out.bam" "alignments/SRR5223522Aligned.sortedByCoord.out.bam" "alignments/SRR5223543Aligned.sortedByCoord.out.bam" "alignments/SRR5223547Aligned.sortedByCoord.out.bam" "alignments/SRR5223570Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	alignments/SRR5223500Aligned.sortedByCoord.out.bam	alignments/SRR5223505Aligned.sortedByCoord.out.bam	alignments/SRR5223522Aligned.sortedByCoord.out.bam	alignments/SRR5223543Aligned.sortedByCoord.out.bam	alignments/SRR5223547Aligned.sortedByCoord.out.bam	alignments/SRR5223570Aligned.sortedByCoord.out.bam
ENSG00000188419	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	85861180;85861181;85873052;85878965;85894188;85900646;85901084;85911261;85956153;85957855;85958861;85963665;85969087;85978656;85978767;85978767;85981737;85981737;85981737;86026958;86027491;86027491;86027491;86047247;86047484;86047484;86047484	85864821;85863094;85873212;85879063;85894284;85900709;85901188;85911338;85956378;85957975;85958977;85964052;85971586;85978891;85978891;85978891;85981809;85981809;85981809;86027557;86027557;86027557;86027557;86047305;86047561;86047539;86047558	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8644	140	122	94	124	116	22
ENSG00000227581	X	90039213	90039834	-	622	23	21	12	8	25	10
ENSG00000231206	X	74473017	74473953	-	937	419	412	390	414	451	121
ENSG00000288059	X;X;X;X	81475532;81477418;81478604;81497920	81475589;81477578;81478775;81498083	+;+;+;+	555	0	2	0	0	0	0
ENSG00000271433	X	78699384	78699891	-	508	0	0	0	0	0	0
ENSG00000236185	X	95610578	95610957	+	380	0	0	0	0	0	0
ENSG00000231478	X	86481532	86481813	+	282	0	0	0	0	0	0
ENSG00000232069	X	96195477	96195617	+	141	0	0	0	0	0	0
ENSG00000270308	X	99656997	99657381	+	385	0	0	0	0	0	0
ENSG00000225536	X	86084716	86086339	-	1624	492	903	429	590	1086	272
ENSG00000232842	X	95973328	95974315	-	988	83	74	64	51	80	10
ENSG00000229946	X	99886740	99887691	-	952	7	14	10	10	10	4
ENSG00000231875	X	81363268	81364170	+	903	0	0	0	0	0	0
ENSG00000124429	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	85277396;85282115;85282203;85303406;85303406;85304343;85304343;85305791;85305791;85306181;85306181;85307163;85307163;85308124;85308124;85314432;85314432;85315707;85315707;85330949;85330949;85345860;85345860;85351350;85351350;85359550;85359550;85367692;85367692;85379173;85379173;85379639;85379639	85279426;85282317;85282317;85303488;85303488;85304471;85304471;85305910;85305910;85306333;85306333;85307276;85307276;85308216;85308216;85314506;85314506;85315734;85315734;85331079;85331079;85346042;85346042;85351451;85351451;85359630;85359630;85367766;85367766;85379495;85379495;85379717;85379665	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4003	0	0	0	0	0	0
ENSG00000102271	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	87517409;87517802;87517814;87613877;87613877;87613877;87614434;87614434;87614434;87617932;87617932;87617932;87622211;87622211;87622211;87625610;87625610;87625610;87632210;87632210;87632210;87633749;87633749;87633749;87635563;87635563;87635563;87664764;87664764;87664764;87666475;87666475;87669329;87669329	87518315;87518315;87518315;87614044;87614044;87614044;87614570;87614570;87614570;87618128;87618128;87618128;87622423;87622423;87622423;87625796;87625796;87625796;87632434;87632434;87632434;87633911;87633911;87633911;87635775;87635775;87635775;87664935;87664935;87664935;87670050;87666880;87669596;87670043	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6158	0	0	0	0	0	0
ENSG00000213698	X	72727977	72728821	-	845	76	62	31	35	62	10
ENSG00000073905	X	80929500	80930347	+	848	208	250	115	172	313	72
ENSG00000236243	X	98251679	98252543	+	865	334	292	490	362	362	86
ENSG00000228051	X	80560146	80562054	+	1909	417	373	261	233	349	79
ENSG00000220925	X;X	70148582;70149529	70148968;70149654	-;-	513	1	1	0	0	1	1
ENSG00000270826	X	93776911	93777384	-	474	0	0	0	0	0	0
ENSG00000271322	X	98348451	98348748	-	298	0	0	0	0	0	0
ENSG00000276892	X	85851575	85851682	-	108	0	0	0	0	0	0
ENSG00000213695	X	74409518	74410100	+	583	2319	2290	1294	2000	2151	416
ENSG00000226753	X	75888700	75888888	+	189	55	44	38	39	53	15
ENSG00000271205	X	87723089	87723238	-	150	0	0	0	0	0	0
ENSG00000198934	X	76427710	76431342	+	3633	58	24	26	22	42	12
ENSG00000232735	X	82998699	82999236	+	538	0	0	0	0	0	0
ENSG00000271094	X	95453369	95453581	+	213	0	0	0	0	0	0
ENSG00000229661	X	75201491	75201790	+	300	2	0	2	0	0	0
ENSG00000232293	X;X	94636663;94639441	94637494;94639570	-;-	962	22	20	4	10	12	0
ENSG00000230592	X	100155885	100156773	-	889	394	317	204	416	352	40
ENSG00000270745	X	88982215	88982353	-	139	0	0	0	0	0	0
ENSG00000206062	X;X	91307781;91308290	91307932;91308878	+;+	741	0	0	0	0	0	0
ENSG00000271157	X;X	88827554;88829543	88828022;88829858	-;-	785	0	0	0	0	0	0
ENSG00000271056	X;X	87807549;87809271	87807786;87809883	-;-	851	0	0	0	0	0	0
ENSG00000230478	X	87425583	87425690	-	108	10	12	20	25	48	0
ENSG00000227434	X	90209796	90210420	-	625	0	0	0	0	0	0
ENSG00000179300	X;X	78656068;78659261	78658648;78659328	-;-	2649	0	0	0	0	0	0
ENSG00000236870	X	83559896	83560312	-	417	0	0	0	0	0	0
ENSG00000224775	X;X	75582676;75582919	75582790;75585506	+;+	2703	98	72	51	56	48	20
ENSG00000230275	X	91560436	91561597	-	1162	0	0	0	0	0	0
ENSG00000226081	X	90112650	90113706	+	1057	67	75	70	39	62	19
ENSG00000233446	X	81600072	81601306	+	1235	0	0	0	2	2	0
ENSG00000225012	X;X;X;X;X	89423738;89423738;89441689;89441689;89446796	89423795;89423795;89441911;89441750;89446983	+;+;+;+;+	469	0	0	0	0	0	0
ENSG00000122145	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	80014753;80014756;80014769;80022242;80022268;80022268;80022268;80023060;80023060;80023060;80023069;80024063;80024063;80024063;80024063;80025603;80025603;80025603;80025603;80026704;80026704;80026704;80026704;80027256;80027256;80027256;80027256;80027991;80027991;80027991;80027991;80030498;80030498;80030498;80030498	80014887;80014887;80014887;80022444;80022444;80022654;80022444;80023240;80023240;80023236;80023303;80024164;80024164;80024164;80024164;80025777;80025777;80025777;80025777;80026868;80026868;80026868;80026868;80027320;80027320;80027320;80027320;80028076;80028076;80028076;80028076;80031774;80031769;80031769;80031373	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2662	0	0	0	0	0	0
ENSG00000153779	X;X;X	89921908;89921956;89922065	89921968;89922883;89922883	+;+;+	976	0	0	0	0	0	0
ENSG00000234322	X	93287733	93288759	-	1027	1124	857	885	752	689	227
ENSG00000232267	X	68771322	68772578	+	1257	737	862	496	651	1026	218
ENSG00000215089	X	92459670	92460952	+	1283	32	35	14	16	30	8
ENSG00000204272	X;X;X;X;X;X;X;X;X;X;X;X	56729241;56729243;56729354;56729373;56732063;56732063;56732063;56811020;56817320;56817320;56817320;56817320	56729589;56729589;56729589;56729483;56732199;56732199;56732199;56811179;56819179;56817626;56817376;56817569	+;+;+;+;+;+;+;+;+;+;+;+	2506	79	27	37	58	72	12
ENSG00000237873	X	93042490	93042942	+	453	0	0	0	0	0	0
ENSG00000225025	X;X;X	79323446;79324027;79325104	79323862;79324774;79325217	+;+;+	1279	1	0	0	0	2	0
ENSG00000270759	X	39791580	39791904	-	325	0	0	0	0	0	0
ENSG00000226837	X;X	98422138;98422354	98422246;98422809	+;+	565	1	0	0	0	5	2
ENSG00000131171	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	81202102;81202128;81202437;81202630;81255494;81276984;81276984;81276984;81276984;81278331;81278331;81278331;81278331;81297195;81297195;81297195;81297195	81202245;81202245;81202576;81202720;81255643;81277169;81277169;81277169;81277169;81278411;81278411;81278411;81278411;81297516;81297591;81298547;81297597	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2145	325	136	221	210	180	30
ENSG00000215085	X	95584303	95584942	+	640	0	2	0	0	0	0
ENSG00000236190	X	86888586	86888816	+	231	4	0	0	2	0	0
ENSG00000235447	X	76655498	76656559	-	1062	0	0	0	0	0	0
ENSG00000279437	X	83506023	83509214	-	3192	0	0	0	0	0	0
ENSG00000182574	X	100956593	100957538	+	946	42	46	36	40	32	8
ENSG00000228612	X	80571871	80574607	-	2737	98	187	48	109	144	28
ENSG00000228847	X	42098754	42099173	-	420	303	259	157	278	278	64
ENSG00000188917	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	101009346;101009350;101009350;101009542;101018971;101018971;101018971;101018971;101019284;101019284;101019284;101019284;101020487;101020487;101020487;101020487;101021101;101021101;101021101;101021101;101021968;101021968;101021968;101021968;101023470;101023470;101023470;101023470;101023586;101035613;101035613;101035613;101035613;101035613;101035623;101036974;101036974;101036974;101036974;101036974;101036974;101037917;101037917;101037917;101037917;101041317;101041317;101041317;101041317;101041317;101042042;101042042;101042042;101042042;101042233;101051251;101051251;101051644;101051644;101051784;101051784;101051817;101051817;101051817	101010707;101010707;101010707;101010707;101019070;101019070;101019070;101019070;101019403;101019403;101019403;101019403;101020588;101020588;101020588;101020588;101021315;101021315;101021315;101021315;101022062;101022062;101022062;101022062;101023616;101023616;101023616;101023616;101023616;101035683;101035683;101035683;101035683;101035683;101035683;101037073;101037539;101037073;101037073;101037073;101037073;101038051;101038051;101038051;101038051;101041371;101041371;101041371;101041371;101041371;101042312;101042312;101042312;101042312;101042312;101051733;101051366;101051733;101051733;101052116;101052082;101052111;101052070;101052054	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4055	150	121	66	104	80	39
ENSG00000271209	X	96337236	96337912	-	677	0	0	0	0	0	0
ENSG00000237014	X	73237647	73238709	-	1063	0	0	0	0	0	0
ENSG00000234039	X	86066227	86066468	-	242	0	0	0	0	0	0
ENSG00000203262	X	96070669	96071778	-	1110	45	26	10	18	20	5
ENSG00000226010	X;X	64144872;64146860	64146449;64147052	-;-	1771	0	0	0	0	0	0
ENSG00000170925	X;X;X	107980864;107981669;107982310	107981559;107982159;107982370	-;-;-	1248	0	0	0	0	0	0
ENSG00000282914	X;X;X	87707579;87708277;87750755	87707778;87708380;87750883	-;-;-	433	0	0	0	0	0	0
ENSG00000226307	X	95638375	95638924	+	550	0	0	0	0	0	0
ENSG00000226119	X	102006883	102007294	+	412	0	0	0	0	0	0
ENSG00000234702	X	91982655	91983505	-	851	23	39	32	20	50	16
ENSG00000215070	X	99719364	99721158	-	1795	3	4	0	4	4	0
ENSG00000186675	X	75782987	75785254	-	2268	0	0	2	0	0	0
ENSG00000215102	X	83748825	83749939	-	1115	46	39	22	40	36	10
ENSG00000213740	X;X	68783472;68784224	68783788;68785066	+;+	1160	1143	1267	722	845	1217	308
ENSG00000231001	X	94776739	94777567	-	829	6	4	6	6	6	0
ENSG00000237381	X	93388075	93389497	-	1423	2	2	4	2	2	2
ENSG00000268104	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	116436606;116437790;116440966;116442687;116443643;116444918;116446741;116451442;116453017;116454324;116454977;116454977;116455357;116455357;116457609;116458809;116458809	116436757;116437955;116441097;116442848;116443790;116445050;116446881;116451670;116453142;116454442;116455076;116455076;116455466;116455466;116457776;116458942;116461458	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4536	0	0	0	0	0	0
ENSG00000286077	X;X	70037840;70039165	70039005;70039325	-;-	1327	0	0	0	0	0	0
ENSG00000047597	X;X;X	37685791;37694286;37727636	37686206;37694548;37732130	+;+;+	5174	0	0	0	0	0	2
ENSG00000227657	X	106562774	106563404	-	631	0	0	0	0	0	0
ENSG00000229090	X	101720340	101721709	-	1370	0	0	0	0	0	0
ENSG00000270446	X	87806433	87806769	-	337	0	0	0	0	0	0
ENSG00000228519	X	25645722	25646327	-	606	207	275	202	201	412	59
ENSG00000215174	X	57677067	57680260	-	3194	0	0	4	7	16	6
ENSG00000234130	X	93222220	93225015	-	2796	738	733	512	597	723	188
ENSG00000047648	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	11117651;11119995;11137543;11137544;11137544;11137544;11137547;11142233;11142233;11142233;11142233;11142233;11142233;11143397;11143397;11143980;11143980;11143980;11143980;11143980;11145072;11148630;11148630;11156529;11156529;11156529;11156529;11156529;11156529;11156529;11156529;11169156;11169505;11169505;11169505;11169505;11169505;11169505;11169505;11169505;11178100;11178100;11178100;11178100;11178100;11178100;11178100;11178100;11178100;11179302;11179302;11179302;11179302;11179302;11179302;11179302;11179302;11179302;11182063;11182063;11182063;11182063;11182063;11182063;11182063;11182063;11182063;11186236;11186236;11186236;11186236;11186236;11186236;11186236;11186236;11188728;11188728;11188728;11188728;11188728;11188728;11188728;11188728;11196925;11196925;11196925;11196925;11196925;11196925;11196925;11196925;11254548;11254548;11254548;11254548;11254548;11254548;11254548;11254548;11265686;11265870;11290383;11290383;11427548;11664241;11664241;11664241;11664241	11118359;11120045;11139530;11139530;11139530;11139530;11139530;11144245;11142313;11142313;11142313;11142313;11142313;11144248;11144248;11144248;11144248;11144248;11144248;11144248;11145121;11148719;11148719;11156626;11156626;11156626;11156626;11156626;11156626;11156626;11156626;11169684;11169684;11169684;11169684;11169684;11169684;11169684;11169684;11169684;11178248;11178248;11178248;11178248;11178248;11178248;11178248;11178248;11178248;11179452;11179452;11179452;11179452;11179452;11179452;11179452;11179452;11179452;11182074;11182118;11182118;11182118;11182118;11182118;11182118;11182118;11182118;11186431;11186431;11186431;11186431;11186431;11186431;11186431;11186431;11188984;11188984;11188984;11188984;11188984;11188984;11188984;11188984;11196996;11196996;11196996;11196996;11196996;11196996;11196996;11196996;11254707;11254707;11254707;11254707;11254707;11254707;11254707;11254707;11265975;11266004;11290478;11290478;11427773;11665701;11665083;11665920;11665701	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8893	0	0	0	0	0	0
ENSG00000228004	X	57933837	57934803	-	967	0	0	0	0	0	0
ENSG00000198414	X	44283916	44286246	+	2331	0	0	0	0	0	0
ENSG00000226854	X;X	75903105;75903696	75903175;75904858	+;+	1234	2	8	2	2	0	2
ENSG00000270456	X	120981529	120981779	+	251	0	0	0	0	0	0
ENSG00000224054	X;X;X;X	44466691;44466958;44467461;44467813	44466748;44467141;44467644;44468955	+;+;+;+	1569	0	0	0	2	0	0
ENSG00000270583	X	95720243	95721144	+	902	0	0	0	0	0	0
ENSG00000101844	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	108091668;108091769;108091778;108091784;108091810;108126077;108126077;108126077;108126077;108126077;108126077;108126793;108128781;108128781;108128781;108128781;108128781;108131260;108131260;108131260;108131260;108131260;108131260;108134057;108134057;108134057;108134057;108134057;108134057;108134339;108134339;108134339;108134339;108134339;108137091;108137091;108137091;108137091;108137091;108137804;108137804;108137804;108137804;108137804;108137804;108138113;108138113;108138113;108138113;108150032;108150068;108150152;108150152;108150152;108150152;108150152;108150152;108151802;108151802;108151802;108151802;108151802;108151802;108151802;108152979;108152979;108152979;108152979;108152979;108152979;108153642;108153642;108153642;108153642;108153642	108091836;108091879;108091836;108091836;108091836;108126187;108126187;108126187;108126187;108126187;108126187;108127094;108128852;108128852;108128852;108128852;108128852;108131358;108131358;108131358;108131358;108131358;108131358;108134158;108134158;108134158;108134158;108134158;108134158;108134411;108134411;108134411;108134411;108134411;108137170;108137170;108137170;108137170;108137170;108137991;108137991;108137991;108137991;108137884;108137991;108138191;108138191;108138191;108138191;108150297;108150297;108150297;108150297;108150297;108150175;108150297;108150297;108152005;108151858;108151858;108151858;108151858;108151858;108151858;108153010;108153087;108153087;108153087;108153087;108153087;108153868;108154671;108154671;108154671;108154671	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2927	53	34	44	41	52	14
ENSG00000147160	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	70040542;70041480;70041773;70041773;70042187;70042187;70042912;70043069;70043069;70043478;70043478;70043478;70043926;70043926;70044352;70049848	70041622;70041622;70041962;70041962;70042558;70042386;70043243;70043243;70043243;70043682;70043583;70043682;70043994;70043996;70044462;70049938	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2453	0	0	0	0	0	0
ENSG00000101843	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	108084207;108084597;108084775;108084830;108084843;108087045;108087686;108087686;108087686;108087765;108087765;108087953;108087953;108087953;108087953;108087953;108088096;108088096;108088480;108088752;108088752;108088752;108088752;108088752;108091407;108091407;108091407;108091407;108091407;108091407;108091407	108085127;108085127;108085127;108085127;108085127;108087852;108087852;108087852;108087852;108087852;108087852;108088099;108088099;108087972;108088099;108087972;108088099;108088099;108088850;108088850;108088850;108088850;108088850;108088850;108091549;108091538;108091520;108091542;108091542;108091542;108091542	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2390	174	96	58	103	114	18
ENSG00000285445	X	92770855	92772091	+	1237	30	34	24	32	26	8
ENSG00000271457	X;X	87143854;87144578	87144224;87144748	-;-	542	0	0	0	0	0	0
ENSG00000130224	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	115110616;115110626;115122527;115122527;115122760;115122760;115123080;115123080;115123945;115123945;115126843;115130155;115130155;115149827;115149827;115150022;115150022;115156602;115156602;115163676;115163676;115165405;115165405;115165558;115165558;115165841;115165841;115166255;115166255;115170299;115170299;115179427;115179427;115179646;115179646;115184411;115184411;115188226;115188226;115233693;115233693	115113335;115113335;115122604;115122604;115122897;115122897;115123192;115123192;115124002;115124002;115126893;115130199;115130199;115149943;115149943;115150070;115150070;115156667;115156667;115163783;115163783;115165463;115165463;115165655;115165655;115165952;115165952;115166342;115166342;115170432;115170432;115179563;115179563;115179751;115179751;115184537;115184537;115188370;115188370;115234072;115234096	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4953	0	0	0	0	0	0
ENSG00000274374	X;X	115424064;115424955	115424582;115425600	-;-	1165	309	391	186	293	694	100
ENSG00000069509	X;X;X;X;X;X;X;X;X	44523639;44523772;44527237;44527237;44538467;44538467;44541945;44541945;44542805	44524275;44524275;44527365;44527365;44538542;44538542;44542304;44542101;44542859	-;-;-;-;-;-;-;-;-	1257	51	14	8	16	38	6
ENSG00000147082	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	50202713;50204495;50204563;50204765;50204945;50204945;50284536;50284536;50284542;50284542;50284542;50284542;50284542;50285127;50285127;50285127;50285127;50285127;50285127;50285127;50288780;50288780;50288780;50288780;50288780;50294863;50294863;50294863;50308505;50308505;50312537;50312537;50312537;50313856;50313856;50313856;50341707;50342202;50342202;50342202;50342202;50342202;50346652;50346652;50346652;50346652;50346652;50346652;50347626;50347626;50347626;50347626;50347626;50347626;50351241;50351241;50351241;50351241;50351241;50351241;50351607;50351607;50351607;50351607;50351607;50351607	50202810;50204610;50204610;50204950;50204950;50204950;50284616;50284616;50284616;50284616;50284616;50284616;50284616;50285259;50285259;50285259;50285259;50285259;50285245;50285245;50288887;50288887;50288887;50288887;50288887;50294993;50294993;50294993;50311496;50311496;50312632;50312632;50312632;50313948;50313948;50313948;50342339;50342339;50342339;50342339;50342339;50342339;50346807;50346807;50346807;50346807;50346807;50346807;50347775;50347775;50347775;50347775;50347775;50347775;50351371;50351371;50351371;50351371;50351371;50351371;50351910;50351910;50351910;50351716;50351910;50351914	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5412	8	6	6	2	4	0
ENSG00000235239	X	128127090	128128212	-	1123	0	0	0	0	0	0
ENSG00000270678	X	120932901	120933152	+	252	0	0	0	0	0	0
ENSG00000196767	X	83508290	83512127	+	3838	0	0	0	0	0	0
ENSG00000228780	X	42150511	42150744	-	234	2	0	0	0	0	0
ENSG00000228041	X	82497669	82497924	-	256	47	57	65	45	58	19
ENSG00000284618	X	81000150	81004217	-	4068	956	647	632	667	634	94
ENSG00000230543	X	92515323	92515497	-	175	2	6	8	2	10	0
ENSG00000283594	X;X;X;X;X;X	72912615;72912615;72912920;72912932;72913251;72913251	72912750;72912750;72913095;72913095;72913401;72913401	+;+;+;+;+;+	463	0	0	0	0	0	0
ENSG00000078589	X;X;X;X;X;X;X;X;X;X;X	78945332;78945391;78945421;78945421;78947815;78952193;78952193;78960508;78960508;78960508;78960508	78945495;78945495;78945495;78945495;78947863;78952335;78952335;78963727;78961080;78961940;78960871	+;+;+;+;+;+;+;+;+;+;+	3576	414	186	188	204	140	26
ENSG00000213498	X	121863698	121864196	-	499	106	56	140	93	120	9
ENSG00000235124	X	57984686	57986133	+	1448	2	6	2	0	0	0
ENSG00000230973	X	131437055	131437670	-	616	0	0	0	0	0	0
ENSG00000147121	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	46447292;46447294;46447297;46447297;46447297;46447297;46448200;46448200;46448200;46448200;46448200;46448200;46448233;46450431;46450431;46450431;46450431;46450431;46450431;46462748;46462748;46462748;46462748;46462748;46462748;46463198;46463198;46463198;46463198;46463198;46463198;46471142;46471142;46472025;46472750;46472750;46472753;46497122	46447346;46447346;46447346;46447346;46447346;46447346;46448310;46448310;46448668;46448310;46448310;46448310;46448310;46450475;46450475;46450475;46450475;46450475;46450475;46462874;46462874;46462874;46462874;46462874;46462874;46463308;46463449;46463293;46463308;46463293;46463308;46471185;46471185;46472526;46474639;46473669;46473594;46497422	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3685	33	25	24	22	21	4
ENSG00000090776	X;X;X;X;X	68829021;68838617;68839664;68839960;68840242	68829904;68838894;68839756;68840088;68842160	+;+;+;+;+	3303	28	38	10	62	38	6
ENSG00000227427	X	57766320	57767292	+	973	54	66	34	28	58	12
ENSG00000226579	X	70120353	70121474	-	1122	0	0	0	0	0	0
ENSG00000270493	X	120937762	120938015	+	254	0	0	0	0	0	0
ENSG00000102055	X	42777366	42778163	-	798	0	0	0	0	0	0
ENSG00000183035	X;X;X;X;X;X;X;X;X	83861126;83861146;83869865;83869865;83871452;83871452;83872886;83886552;83886552	83861196;83861199;83869905;83869905;83871570;83871570;83874631;83886698;83886699	+;+;+;+;+;+;+;+;+	2128	0	0	0	0	0	0
ENSG00000224072	X;X;X;X	46454097;46454973;46456425;46457037	46454418;46456245;46456965;46457199	-;-;-;-	2299	81	41	36	58	55	16
ENSG00000147223	X;X;X;X;X;X	106900063;106900326;106901474;106902140;106903133;106903133	106900908;106900908;106901538;106902215;106903335;106903341	-;-;-;-;-;-	1196	0	0	0	0	0	0
ENSG00000225957	X;X;X	52382053;52382602;52385490	52382133;52382707;52385614	+;+;+	312	0	0	0	0	0	0
ENSG00000235382	X;X;X;X;X	70124972;70125346;70126054;70127128;70128940	70125054;70125487;70126804;70127362;70129071	-;-;-;-;-	1343	0	0	0	0	0	0
ENSG00000215197	X	54671985	54672638	+	654	0	2	0	0	0	0
ENSG00000215035	X;X	44476027;44476962	44476622;44477422	-;-	1057	394	419	314	362	510	124
ENSG00000270791	X	40758483	40759050	+	568	0	0	0	0	0	0
ENSG00000234901	X	102008524	102009046	-	523	0	0	0	0	0	0
ENSG00000271154	X	120942623	120942875	+	253	0	0	0	0	0	0
ENSG00000185753	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	40626921;40626921;40629937;40630614;40630614;40636533;40636533;40636533;40637007;40637007;40637007;40639009;40639009;40639009;40647007;40647007;40647007;40647305;40647305	40630162;40630773;40630162;40630773;40630773;40636712;40636712;40636712;40637156;40637156;40637156;40640320;40639128;40639172;40647141;40647141;40647554;40647521;40647561	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6050	285	173	141	126	150	29
ENSG00000235656	X	115198432	115198749	+	318	156	144	88	143	109	24
ENSG00000215093	X	86160264	86161359	-	1096	42063	33666	28770	41230	35161	6513
ENSG00000235196	X	101911529	101912072	+	544	2	0	2	8	0	0
ENSG00000225728	X	107939263	107939642	-	380	0	0	0	0	0	0
ENSG00000230706	X	88061590	88062844	-	1255	5	6	8	0	2	0
ENSG00000235735	X	128313281	128314048	+	768	0	0	0	0	0	0
ENSG00000260585	X	121871869	121876865	+	4997	0	0	0	0	0	0
ENSG00000228450	X	131492279	131492886	-	608	0	0	2	0	2	0
ENSG00000237206	X	43278125	43279658	-	1534	30	31	20	10	28	10
ENSG00000226372	X	27977992	27981449	-	3458	16	8	18	8	6	0
